,Time,lhl,lhm,lvl,lrf,lgl,lgm,lta,lpl,ShankSagittal
0,0.0683499351143837,-0.14305116451396518,8.29696754180998,-1.5735628096536172,-3.719330277363095,-18.024446728759614,-32.329563180156136,-2.0027163031955126,-10.156632680491528,-0.6019700294194448
1,0.06884992867708206,-0.14305116451396518,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-2.0027163031955126,-10.156632680491528,-0.6032244214649851
2,0.06934992969036102,-0.14305116451396518,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.299683845005493,-0.6044788322026642
3,0.06984993070363998,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.8623814418770603,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.44273500951946,-0.6057332429403433
4,0.07034993171691895,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.186512015642165,-1.8596651386815475,-10.44273500951946,-0.6069876536780223
5,0.0708499327301979,-0.14305116451396518,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.186512015642165,-1.7166139741675823,-10.44273500951946,-0.6082420644157014
6,0.07134993374347687,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.8623814418770603,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.585786174033425,-0.6094964751533805
7,0.07184993475675583,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6107508858910595
8,0.07234993577003479,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6120052966287386
9,0.07284992933273315,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6132596886742789
10,0.07334993034601212,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.186512015642165,-1.5735628096536172,-10.44273500951946,-0.614514099411958
11,0.07384993135929108,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.299683845005493,-0.6157685101496371
12,0.07434993237257004,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.299683845005493,-0.6170229208873161
13,0.074849933385849,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.186512015642165,-1.5735628096536172,-10.44273500951946,-0.6182773316249953
14,0.07534993439912796,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6195317423626744
15,0.07584993541240692,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.738344399731684,-32.329563180156136,-1.7166139741675823,-10.44273500951946,-0.6207861531003535
16,0.07634992897510529,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6220405451458938
17,0.07684992998838425,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6232949558835729
18,0.07734993100166321,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6245493666212519
19,0.07784993201494217,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.5762791128491296,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.625803777358931
20,0.07834993302822113,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.44273500951946,-0.6270581880966101
21,0.07884993404150009,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.299683845005493,-0.6283125988342891
22,0.07934993505477905,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.186512015642165,-1.7166139741675823,-10.299683845005493,-0.6295670095719682
23,0.07984992861747742,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.7166139741675823,-10.299683845005493,-0.63080532642653
24,0.08034992963075638,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.156632680491528,-0.6320195482884731
25,0.08084993064403534,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.299683845005493,-0.6332337701504162
26,0.0813499316573143,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.5735628096536172,-10.299683845005493,-0.6344479920123592
27,0.08184993267059326,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.430511645139652,-10.299683845005493,-0.6356622138743023
28,0.08234993368387222,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.430511645139652,-10.299683845005493,-0.6368764357362454
29,0.08284993469715118,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.7166139741675823,-10.299683845005493,-0.6380906575981885
30,0.08334993571043015,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.329563180156136,-1.8596651386815475,-10.299683845005493,-0.6393048794601316
31,0.08384992927312851,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.44273500951946,-0.6405190832287957
32,0.08434993028640747,-0.28610232902793037,8.29696754180998,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.44273500951946,-0.6417333050907388
33,0.08484993129968643,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.299683845005493,-0.6429475269526819
34,0.0853499323129654,-0.28610232902793037,8.29696754180998,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.44273500951946,-0.6441617488146248
35,0.08584993332624435,-0.4291534935418956,8.29696754180998,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.8596651386815475,-10.44273500951946,-0.6453759706765679
36,0.08634993433952332,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.329563180156136,-1.7166139741675823,-10.44273500951946,-0.646590192538511
37,0.08684993535280228,-0.28610232902793037,8.440018706323947,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.7166139741675823,-10.585786174033425,-0.6478044144004541
38,0.08734992891550064,-0.28610232902793037,8.440018706323947,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.7166139741675823,-10.585786174033425,-0.6490186181691182
39,0.0878499299287796,-0.28610232902793037,8.440018706323947,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.5735628096536172,-10.585786174033425,-0.6502328400310613
40,0.08834993094205856,-0.28610232902793037,8.440018706323947,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.5735628096536172,-10.585786174033425,-0.6514470618930044
41,0.08884993195533752,-0.4291534935418956,8.440018706323947,-1.2874604806256866,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.2874604806256866,-10.72883733854739,-0.6526612837549475
42,0.08934993296861649,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.738344399731684,-32.4726143446701,-1.0013581515977563,-10.72883733854739,-0.6538755056168906
43,0.08984993398189545,-0.4291534935418956,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.738344399731684,-32.4726143446701,-0.715255822569826,-10.72883733854739,-0.6550897274788336
44,0.09034993499517441,-0.4291534935418956,8.440018706323947,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.4726143446701,-0.5722046580558607,-10.72883733854739,-0.6562748943024761
45,0.09084992855787277,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.4726143446701,-0.715255822569826,-10.72883733854739,-0.6574600434657925
46,0.09134992957115173,-0.4291534935418956,8.583069870837912,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.4726143446701,-0.715255822569826,-10.72883733854739,-0.6586452102894349
47,0.0919499322772026,-0.4291534935418956,8.583069870837912,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.4726143446701,-0.8583069870837912,-10.585786174033425,-0.6600674140098711
48,0.09234993159770966,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.4726143446701,-1.0013581515977563,-10.72883733854739,-0.6610155439367199
49,0.09284993261098862,-0.4291534935418956,8.583069870837912,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.4726143446701,-1.1444093161117215,-10.72883733854739,-0.6622007107603624
50,0.09334993362426758,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.4726143446701,-1.1444093161117215,-10.871888503061355,-0.6633858775840048
51,0.09394992887973785,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.2874604806256866,-10.72883733854739,-0.6648080636441149
52,0.09444992989301682,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-17.88139556424565,-32.61566550918406,-1.2874604806256866,-10.72883733854739,-0.6659932304677574
53,0.09494993090629578,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.585786174033425,-0.6671783972913998
54,0.09544993191957474,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.44273500951946,-0.6683635641150423
55,0.0959499329328537,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.5735628096536172,-10.44273500951946,-0.6695487309386847
56,0.09644993394613266,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.5735628096536172,-10.585786174033425,-0.6707338977623273
57,0.09694993495941162,-0.28610232902793037,8.583069870837912,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.585786174033425,-0.6719190645859697
58,0.09744992852210999,-0.28610232902793037,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.585786174033425,-0.6731042137492861
59,0.09794992953538895,-0.14305116451396518,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.72883733854739,-0.6742893805729285
60,0.09844993054866791,-0.14305116451396518,8.440018706323947,-1.430511645139652,-3.719330277363095,-18.024446728759614,-32.61566550918406,-1.430511645139652,-10.72883733854739,-0.675474547396571
